Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.26,Worldbuilders Press,Kindle Edition,383,2016,2016,2025/11/09,2025/02/17,,,read,,,,1,0
56078386,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""1680682105""","=""9781680682106""",5,4.28,Ethan Ellenberg Literary Agency,Kindle Edition,608,2021,2020,2025/10/25,2025/03/23,,,read,,,,1,0
208547650,The Sky Beneath Us,Fiona Valpy,"Valpy, Fiona",,"=""1662516851""","=""9781662516856""",0,4.38,Lake Union Publishing,Kindle Edition,309,2024,2024,,2025/10/25,to-read,to-read (#33),to-read,,,,0,0
48989372,A Very Punchable Face,Colin Jost,"Jost, Colin",,"=""1101906324""","=""9781101906323""",0,4.20,Crown,Hardcover,312,2020,2020,,2025/10/25,to-read,to-read (#32),to-read,,,,0,0
75319056,"System Collapse (The Murderbot Diaries, #7)",Martha Wells,"Wells, Martha",,"=""1250826985""","=""9781250826985""",0,4.25,Tordotcom,Kindle Edition,248,2023,2023,,2025/09/27,,,read,,,,1,0
53413743,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765382""","=""9781250765383""",5,4.29,Tordotcom,Ebook,172,2021,2021,2025/09/27,2025/09/26,,,read,,,,1,0
52680842,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.46,Tor.com,Kindle Edition,346,2020,2020,2025/09/24,2023/02/09,,,read,,,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.36,Tordotcom,Kindle Edition,172,2018,2018,2025/09/24,2025/09/23,,,read,,,,1,0
240587163,Before They Told You You Weren’t Enough: You Were Born Whole. Then The World Made You Forget. This Book Helps You Remember.,VIKAS KAUSHIK,"KAUSHIK, VIKAS",,"=""""","=""""",0,0.0,,Kindle Edition,181,2025,,,2025/08/25,,,read,,,,1,0
204316449,The Empusium: A Health Resort Horror Story,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""059371296X""","=""9780593712962""",0,3.75,Riverhead Books,Kindle Edition,320,2024,2022,,2025/07/05,,,read,,,,1,0
213456348,"Black Woods, Blue Sky",Eowyn Ivey,"Ivey, Eowyn",Ruth Hulbert,"=""0593231031""","=""9780593231036""",0,3.72,Random House,Kindle Edition,320,2025,2025,2025/03/30,2025/03/22,,,read,,,,1,0
197828937,All Fours,Miranda July,"July, Miranda",,"=""0593190289""","=""9780593190289""",0,3.40,Riverhead Books,Kindle Edition,333,2024,2024,2025/02/16,2025/02/12,,,read,,,,1,0
34810395,Dragon Teeth,Michael Crichton,"Crichton, Michael",,"=""0062473379""","=""9780062473370""",0,3.86,Harper,Kindle Edition,387,2017,2017,,2025/02/12,,,read,,,,1,0
63429926,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""""","=""""",5,4.41,Grove Atlantic,Kindle Edition,802,2023,2023,2025/02/12,2025/02/12,,,read,,,,1,0
123454553,"The PayPal Wars: Battles with Ebay, the Media, the Mafia, and the Rest of Planet Earth",Eric M. Jackson,"Jackson, Eric M.",,"=""1645720845""","=""9781645720843""",0,3.99,Republic Book Publishers,Kindle Edition,367,2023,2004,,2023/08/19,to-read,,to-read,,,,1,0
35859649,Inglorious Empire: What the British Did to India,Shashi Tharoor,"Tharoor, Shashi",,"=""1925548511""","=""9781925548518""",0,4.17,Scribe,Kindle Edition,326,2017,2016,,2024/10/22,to-read,,to-read,,,,1,0
19191674,"Slow Horses (Slough House, #1)",Mick Herron,"Herron, Mick",,"=""""","=""""",0,4.05,Soho Crime,Mass Market Paperback,320,2010,2010,,2024/10/11,to-read,,to-read,,,,1,0
25500936,"Chimera (Parasitology, #3)",Mira Grant,"Grant, Mira",,"=""""","=""""",4,3.84,Orbit,Kindle Edition,470,2014,2015,2024/10/11,2024/10/10,,,read,,,,1,0
21445000,"Symbiont (Parasitology, #2)",Mira Grant,"Grant, Mira",,"=""""","=""""",0,3.71,Orbit Books,Kindle Edition,608,2014,2014,2024/10/10,2024/10/10,,,read,,,,1,0
17621716,"Parasite (Parasitology, #1)",Mira Grant,"Grant, Mira",,"=""""","=""""",5,3.68,Orbit,Kindle Edition,408,2013,2013,2024/10/10,2024/10/10,,,read,,,,1,0
201918744,"Shōgun, Part 1 (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""9798212911009""",0,4.41,Blackstone Publishing,ebook,704,2023,1975,,2024/05/03,to-read,,to-read,,,,1,0
36663865,The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,Kamlesh D. Patel,"Patel, Kamlesh D.",Joshua  Pollock,"=""1684031362""","=""9781684031368""",0,4.33,Reveal Press,Kindle Edition,218,2018,2018,2024/05/01,2023/04/13,,,read,,,,1,0
24375664,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,4.40,Tor Books,Kindle Edition,513,2015,2008,,2024/02/15,to-read,,to-read,,,,1,0
58709846,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.08,Tor Books,Kindle Edition,400,2021,2006,2024/02/15,2023/08/19,,,read,,,,2,0
6136470,Pandora's Star (Commonwealth Saga #1),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345472195""","=""9780345472199""",0,4.23,Ballantine Books,Kindle Edition,992,2004,2004,,2023/09/16,to-read,,to-read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Mass Market Paperback,249,2011,1953,,2023/08/12,to-read,,to-read,,,,1,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",5,4.30,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,2011/12/01,2011/07/27,,,read,,,,1,0
41062319,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool (The ParentData Book 2)",Emily Oster,"Oster, Emily",,"=""0525559264""","=""9780525559269""",0,4.13,Penguin Books,Kindle Edition,352,2019,2019,,2023/06/14,to-read,,to-read,,,,1,0
49973863,"The Solar War (The Long Winter, #2)",A.G. Riddle,"Riddle, A.G.","Edoardo Ballerini, Amanda Leigh Cobb","=""1940026237""","=""9781940026237""",0,4.25,Legion,Kindle Edition,470,2019,2019,,2023/06/03,to-read,,to-read,,,,1,0
57134320,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374721106""","=""9780374721107""",0,4.19,"Farrar, Straus and Giroux",Kindle Edition,702,2021,2021,,2023/06/01,to-read,,to-read,,,,1,0
36153880,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250185432""","=""9781250185433""",5,4.24,Tordotcom,Kindle Edition,158,2018,2018,2023/02/09,2023/02/09,,,read,,,,1,0
36223859,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""9781250186935""",5,4.25,Tordotcom,ebook,149,2018,2018,2022/12/18,2022/12/14,,,read,,,,1,0
33396171,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.11,Tordotcom,ebook,156,2017,2017,2022/12/14,2022/12/11,,,read,,,,1,0
26186404,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,"Greger, Michael",Gene  Stone,"=""1250066123""","=""9781250066121""",0,4.41,Flatiron Books,Kindle Edition,673,2015,2015,2022/10/31,2022/10/28,,,read,,,,1,0
18663149,"Abaddon's Gate (Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""0316235423""","=""9780316235426""",5,4.28,Orbit,Kindle Edition,547,2013,2013,2022/04/29,2022/04/29,,,read,,,,1,0
18142735,"Caliban's War (Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.39,Orbit,Kindle Edition,583,2012,2012,2022/04/27,2022/04/27,,,read,,,,1,0
38213061,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.31,Orbit,Kindle Edition,577,2011,2011,2022/01/16,2020/09/23,,,read,,,,1,0
58381965,Will,Will  Smith,"Smith, Will",,"=""1984877933""","=""9781984877932""",0,4.24,Penguin Press,Kindle Edition,432,2021,2021,,2021/11/11,,,read,,,,1,0
45727896,Invincible Compendium Vol. 1,Robert Kirkman,"Kirkman, Robert","Ryan Ottley, Cory Walker, Cliff Rathburn","=""1632151537""","=""9781632151537""",0,4.61,Image Comics,Kindle Edition,1140,2013,2011,,2021/04/01,,,read,,,,1,0
23400082,"Total Leadership: Be a Better Leader, Have a Richer Life (With New Preface)",Stewart D. Friedman,"Friedman, Stewart D.",,"=""1625274424""","=""9781625274427""",0,4.04,Harvard Business Review Press,Kindle Edition,273,2014,2008,,2021/01/23,to-read,,to-read,,,,1,0
30240076,"Designing Your Life: How to Build a Well-Lived, Joyful Life",Bill Burnett,"Burnett, Bill",Dave Evans,"=""""","=""""",0,3.90,Knopf,ebook,274,2016,2016,,2021/01/09,to-read,,to-read,,,,1,0
18898085,Springboard: Launching Your Personal Search for Success,G. Richard Shell,"Shell, G. Richard",,"=""1101601469""","=""9781101601464""",0,3.95,Portfolio,Kindle Edition,313,2013,2013,,2020/11/18,to-read,,to-read,,,,1,0
51633549,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",0,4.14,Orbit,Kindle Edition,354,2008,1993,,2020/11/09,to-read,,to-read,,,,1,0
25880838,Leading Teams: Setting the Stage for Great Performances,J. Richard Hackman,"Hackman, J. Richard",,"=""1633691217""","=""9781633691216""",0,3.92,Harvard Business Review Press,Kindle Edition,330,2002,2002,,2020/11/05,to-read,,to-read,,,,1,0
50732039,Day Trading Stocks Ultimate Guide: From Beginner to Advanced in weeks! Best Short term Strategies and Setups to Profit in Single Shares. Fundamental & Technical Analysis Explained,Ryan Miles,"Miles, Ryan",,"=""""","=""""",0,1.60,,Kindle Edition,104,2020,,2020/07/21,2020/07/19,,,read,,,,1,0
46001045,"The Senior Source: A Guide to Understanding Safe, No Risk Investments",John Sheerin,"Sheerin, John",,"=""""","=""""",0,0.0,,Kindle Edition,23,2019,,2020/06/13,2020/06/13,,,read,,,,1,0
38227753,The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally,Jason Fung,"Fung, Jason",Nina Teicholz,"=""1771642661""","=""9781771642668""",0,4.48,Greystone Books,Kindle Edition,327,2018,2018,,2020/05/23,to-read,to-read (#31),to-read,,,,0,0
21463939,What If? 10th Anniversary Edition: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",0,4.14,Dey Street Books,Kindle Edition,320,2024,2014,,2020/05/21,to-read,,to-read,,,,1,0
46126162,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Mayer, Jane",,"=""0385535600""","=""9780385535601""",0,4.31,Doubleday,ebook,464,2017,2016,,2020/03/26,to-read,,to-read,,,,1,0
22924049,A Simple Guide to the Immigration Laws of the United States: What you NEED to know when you come to America,Mayanti (Savie) Boodoo Jarvis,"Jarvis, Mayanti (Savie) Boodoo",Marcus Jarvis,"=""""","=""""",0,4.33,,Kindle Edition,48,2014,2014,2020/01/06,2019/12/23,,,read,,,,1,0
19216880,"Quick Guide to Understanding Medicare, Medicaid and other payer sources",Angil Tarach-Ritchey,"Tarach-Ritchey, Angil",,"=""1257155083""","=""9781257155088""",0,4.00,Angil Tarach-Ritchey,Kindle Edition,32,2011,2011,2019/12/23,2019/12/23,,,read,,,,1,0
45713001,"Ascetic Games: Sadhus, Akharas and the Making of the Hindu Vote",Dhirendra K. Jha,"Jha, Dhirendra K.",,"=""""","=""""",0,3.74,Context,Kindle Edition,219,2019,2019,,2019/06/08,to-read,,to-read,,,,1,0
35162756,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,"=""""","=""""",0,4.13,Ballantine Books,Kindle Edition,518,2008,1996,,2019/04/27,to-read,,to-read,,,,1,0
11591360,Nightfall,Isaac Asimov,"Asimov, Isaac",Robert Silverberg,"=""0307792390""","=""9780307792396""",0,4.06,Spectra,Kindle Edition,339,2011,1990,,2019/04/27,to-read,,to-read,,,,1,0
26888296,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",0,4.15,Image Comics,Kindle Edition,188,2012,2012,2019/03/08,2019/03/08,,,read,,,,1,0
44033645,"Silvertongue (Remnants of Magic, #1)",Casey  White,"White, Casey",,"=""""","=""""",0,3.71,"Inkfort Press, LLC",Kindle Edition,594,2019,2019,2019/03/08,2019/02/18,,,read,,,,1,0
8131906,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1101149035""","=""9781101149034""",0,4.10,Portfolio,Kindle Edition,258,2009,2009,,2018/09/29,,,read,,,,1,0
10147601,पानिपत [Panipat],Vishwas Patil,"Patil, Vishwas",विश्वास पाटील,"=""""","=""""",0,4.37,,Hardcover,613,,1988,2018/06/16,2016/01/11,,,read,,,,1,0
36102584,"A Higher Loyalty: Truth, Lies, and Leadership",James B. Comey,"Comey, James B.",,"=""1250192463""","=""9781250192462""",5,4.09,Flatiron Books,Kindle Edition,304,2018,2018,2018/05/21,2018/04/18,,,read,,,,1,0
35127018,"Semiosis (Semiosis Duology, #1)",Sue Burke,"Burke, Sue",,"=""""","=""""",0,3.90,Tor Books,Kindle Edition,336,2018,2018,,2018/04/04,,,read,,,,1,0
25980294,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586668""","=""9781455586660""",0,4.16,Grand Central Publishing,Kindle Edition,286,2016,2016,,2018/04/01,to-read,,to-read,,,,1,0
